encoder,method,runtime_s,acc,macro_f1,balanced_acc,ablation_group,feature_mode,patch_agg,patch_budget,k,encoders,common_sizes
vit_large_patch16_224,ablate_graph_k4,13.937351536005735,0.7108875900502922,0.6421432074759627,0.6711875388522609,graph_k,,,,4.0,,
vit_large_patch16_224,ablate_graph_k8,15.710321255028248,0.7106157401114584,0.6416960033045649,0.6670335533324551,graph_k,,,,8.0,,
vit_large_patch16_224,ablate_graph_k12,13.696679256856441,0.7102079652032078,0.6425704310412549,0.6647639891248334,graph_k,,,,12.0,,
mae_vitl,ablate_graph_k4,27.972680484876037,0.6672556748674732,0.6012355249494937,0.6591677505993047,graph_k,,,,4.0,,
provgigapath,ablate_graph_k4,16.334678320214152,0.7011009922522767,0.6299600998790126,0.6589150151058591,graph_k,,,,4.0,,
mae_vitl,ablate_graph_k8,30.575271625071764,0.6665760500203888,0.6004771256798334,0.6573942142349751,graph_k,,,,8.0,,
mae_vitl,ablate_graph_k12,30.502704368904233,0.6653527252956368,0.5987851317485325,0.6540828883805129,graph_k,,,,12.0,,
virchow2,ablate_graph_k4,26.75762999802828,0.6624983009378823,0.6073016209281742,0.653081783936881,graph_k,,,,4.0,,
virchow2,ablate_graph_k12,26.384732633829117,0.6624983009378823,0.613319781651909,0.6527929574065742,graph_k,,,,12.0,,
provgigapath,ablate_graph_k8,16.18158041127026,0.6963436183226859,0.6276390538446485,0.652771882052562,graph_k,,,,8.0,,
virchow2,ablate_graph_k8,26.361477667465806,0.6633138507543835,0.6114205270788121,0.6521311795883716,graph_k,,,,8.0,,
provgigapath,ablate_graph_k12,16.156116779893637,0.6966154682615197,0.6283837378609699,0.6509718595574446,graph_k,,,,12.0,,
dinov2_vitl,ablate_graph_k4,19.214703056961298,0.6894114448824249,0.6093570037910493,0.649383593699004,graph_k,,,,4.0,,
dinov2_vitl,ablate_graph_k8,23.236834153532982,0.6865570205246704,0.6047240129847627,0.641240878596031,graph_k,,,,8.0,,
dinov2_vitl,ablate_graph_k12,21.708004489541054,0.685877395677586,0.6041319938518064,0.6404707456150033,graph_k,,,,12.0,,
resnet50,ablate_graph_k8,19.961892645806074,0.7083050156313715,0.6124604252780853,0.6331901891862037,graph_k,,,,8.0,,
resnet50,ablate_graph_k4,17.885887645184994,0.7015087671605273,0.6068223031154215,0.6307682378587446,graph_k,,,,4.0,,
conch,ablate_graph_k4,11.579762171953917,0.6349055321462552,0.5839719527902166,0.6295677350624901,graph_k,,,,4.0,,
resnet50,ablate_graph_k12,17.8297277148813,0.7047709664265326,0.6077718523501843,0.6257473534246132,graph_k,,,,12.0,,
conch,ablate_graph_k8,11.842665921896696,0.6296044583389969,0.5797122810623231,0.6230542944737083,graph_k,,,,8.0,,
conch,ablate_graph_k12,12.0184585172683,0.623759684654071,0.5736343245325246,0.615527300966826,graph_k,,,,12.0,,
uni,ablate_graph_k4,115.42449647188187,0.6067690634769607,0.5406078292800783,0.5595274519496355,graph_k,,,,4.0,,
uni,ablate_graph_k8,117.84236149676144,0.6010602147614517,0.536665717782753,0.5539482397298845,graph_k,,,,8.0,,
uni,ablate_graph_k12,119.99566522426903,0.5979339404648634,0.5339380384788485,0.5504910986444924,graph_k,,,,12.0,,
ctranspath,ablate_graph_k8,2.660151971504092,0.6758189479407367,0.2688512179955119,0.3333333333333333,graph_k,,,,8.0,,
ctranspath,ablate_graph_k12,2.6698735523968935,0.6758189479407367,0.2688512179955119,0.3333333333333333,graph_k,,,,12.0,,
ctranspath,ablate_graph_k4,2.691068906337023,0.6755470980019029,0.2688084807182649,0.33319924912845267,graph_k,,,,4.0,,
